well	target	task	ct	cv	pv	time	plate	ran
D13	oprF_syringae_gene	UNKNOWN	32.693	GOLDEN	MOCK	120	4	85
D14	oprF_syringae_gene	UNKNOWN	23.669	DERBY	B7	120	4	86
D15	oprF_syringae_gene	UNKNOWN	Undetermined	RADISH	A9	24	4	87
D16	oprF_syringae_gene	UNKNOWN	23.753	RADISH	DC	24	4	88
D17	oprF_syringae_gene	UNKNOWN	23.657	RADISH	DC	120	4	89
D18	oprF_syringae_gene	UNKNOWN	28.603	BRANDY	A9	72	4	90
D19	oprF_syringae_gene	UNKNOWN	24.991	DERBY	A9	24	4	91
D20	oprF_syringae_gene	UNKNOWN	25.555	DERBY	A9	120	4	92
D21	oprF_syringae_gene	UNKNOWN	24.476	RADISH	ES	24	4	93
D22	oprF_syringae_gene	UNKNOWN	26.485	BRANDY	NP	72	4	94
D23	oprF_syringae_gene	UNKNOWN	28.412	DERBY	ES	24	4	95
D24	oprF_syringae_gene	UNKNOWN	29.959	BRANDY	B7	120	4	96
E1	At_gene	UNKNOWN	17.734	BRANDY	DC	120	4	97
E2	At_gene	UNKNOWN	39.035	GOLDEN	A14	24	4	98
E3	At_gene	UNKNOWN	23.996	BRANDY	NP	24	4	99
E4	At_gene	UNKNOWN	17.924	BRANDY	ES	24	4	100
E5	At_gene	UNKNOWN	18.539	AFRICAN	ES	72	4	101
E6	At_gene	UNKNOWN	23.259	GOLDEN	A14	120	4	102
E7	At_gene	UNKNOWN	23.285	RRS10	NP	72	4	103
E8	At_gene	UNKNOWN	19.826	DERBY	B7	72	4	104
E9	At_gene	UNKNOWN	21.205	DERBY	MOCK	72	4	105
E10	At_gene	UNKNOWN	27.004	DERBY	DC	72	4	106
E11	At_gene	UNKNOWN	28.562	RRS10	B7	72	4	107
E12	At_gene	UNKNOWN	28.487	DERBY	ES	72	4	108
E13	oprF_syringae_gene	UNKNOWN	25.564	BRANDY	DC	120	4	97
E14	oprF_syringae_gene	UNKNOWN	Undetermined	GOLDEN	A14	24	4	98
E15	oprF_syringae_gene	UNKNOWN	25.972	BRANDY	NP	24	4	99
E16	oprF_syringae_gene	UNKNOWN	24.41	BRANDY	ES	24	4	100
E17	oprF_syringae_gene	UNKNOWN	23.932	AFRICAN	ES	72	4	101
E18	oprF_syringae_gene	UNKNOWN	25.762	GOLDEN	A14	120	4	102
E19	oprF_syringae_gene	UNKNOWN	24.569	RRS10	NP	72	4	103
E20	oprF_syringae_gene	UNKNOWN	25.66	DERBY	B7	72	4	104
E21	oprF_syringae_gene	UNKNOWN	33.661	DERBY	MOCK	72	4	105
E22	oprF_syringae_gene	UNKNOWN	24.137	DERBY	DC	72	4	106
E23	oprF_syringae_gene	UNKNOWN	24.713	RRS10	B7	72	4	107
E24	oprF_syringae_gene	UNKNOWN	29.433	DERBY	ES	72	4	108
F1	At_gene	UNKNOWN	21.946	AFRICAN	NP	24	4	109
F2	At_gene	UNKNOWN	21.178	RADISH	A14	120	4	110
F3	At_gene	UNKNOWN	23.84	RRS10	MOCK	72	4	111
F4	At_gene	UNKNOWN	20.017	AFRICAN	MOCK	120	4	112
F5	At_gene	UNKNOWN	20.66	RADISH	A14	72	4	113
F6	At_gene	UNKNOWN	19.486	BRANDY	NP	120	4	114
F7	At_gene	UNKNOWN	21.756	GOLDEN	MOCK	24	4	115
F8	At_gene	UNKNOWN	19.795	BRANDY	ES	120	4	116
F9	At_gene	UNKNOWN	24.432	GOLDEN	A9	72	4	117
F10	At_gene	UNKNOWN	18.099	BRANDY	ES	72	4	118
F11	At_gene	UNKNOWN	24.16	RRS10	NP	120	4	119
F12	At_gene	UNKNOWN	19.714	BRANDY	MOCK	24	4	120
F13	oprF_syringae_gene	UNKNOWN	24.967	AFRICAN	NP	24	4	109
F14	oprF_syringae_gene	UNKNOWN	29.434	RADISH	A14	120	4	110
F15	oprF_syringae_gene	UNKNOWN	33.467	RRS10	MOCK	72	4	111
F16	oprF_syringae_gene	UNKNOWN	31.924	AFRICAN	MOCK	120	4	112
F17	oprF_syringae_gene	UNKNOWN	26.229	RADISH	A14	72	4	113
F18	oprF_syringae_gene	UNKNOWN	24.787	BRANDY	NP	120	4	114
F19	oprF_syringae_gene	UNKNOWN	34.213	GOLDEN	MOCK	24	4	115
F20	oprF_syringae_gene	UNKNOWN	26.347	BRANDY	ES	120	4	116
F21	oprF_syringae_gene	UNKNOWN	27.654	GOLDEN	A9	72	4	117
F22	oprF_syringae_gene	UNKNOWN	26.468	BRANDY	ES	72	4	118
F23	oprF_syringae_gene	UNKNOWN	27.793	RRS10	NP	120	4	119
F24	oprF_syringae_gene	UNKNOWN	35.304	BRANDY	MOCK	24	4	120
G1	At_gene	UNKNOWN	17.581	AFRICAN	A14	24	4	121
G2	At_gene	UNKNOWN	23.797	GOLDEN	ES	72	4	122
G3	At_gene	UNKNOWN	17.323	DERBY	NP	120	4	123
G4	At_gene	UNKNOWN	19.258	DERBY	A14	120	4	124
G5	At_gene	UNKNOWN	17.141	DERBY	DC	24	4	125
G6	At_gene	UNKNOWN	22.987	GOLDEN	B7	24	4	126
G13	oprF_syringae_gene	UNKNOWN	24.384	AFRICAN	A14	24	4	121
G14	oprF_syringae_gene	UNKNOWN	26.215	GOLDEN	ES	72	4	122
G15	oprF_syringae_gene	UNKNOWN	23.337	DERBY	NP	120	4	123
G16	oprF_syringae_gene	UNKNOWN	24.436	DERBY	A14	120	4	124
G17	oprF_syringae_gene	UNKNOWN	25.469	DERBY	DC	24	4	125
G18	oprF_syringae_gene	UNKNOWN	25.863	GOLDEN	B7	24	4	126
K1	At_gene	STANDARD	Undetermined	na	na	1	0	0
K2	At_gene	STANDARD	Undetermined	na	na	1	0	0
K3	At_gene	STANDARD	Undetermined	na	na	1	0	0
K4	At_gene	STANDARD	Undetermined	na	na	1	0	0
K5	At_gene	STANDARD	Undetermined	na	na	1	0	0
K6	At_gene	STANDARD	Undetermined	na	na	1	0	0
K24	oprF_syringae_gene	STANDARD	15.739	na	na	1	0	0
L1	At_gene	STANDARD	23.511	na	na	1	0	0
L2	At_gene	STANDARD	Undetermined	na	na	1	0	0
L3	At_gene	STANDARD	26.107	na	na	1	0	0
L4	At_gene	STANDARD	20.098	na	na	1	0	0
L5	At_gene	STANDARD	15.154	na	na	1	0	0
L6	At_gene	STANDARD	33.924	na	na	1	0	0
L24	oprF_syringae_gene	STANDARD	18.304	na	na	1	0	0
M1	At_gene	STANDARD	27.2	na	na	1	0	0
M2	At_gene	STANDARD	23.453	na	na	1	0	0
M3	At_gene	STANDARD	22.478	na	na	1	0	0
M4	At_gene	STANDARD	21.057	na	na	1	0	0
M5	At_gene	STANDARD	19.216	na	na	1	0	0
M6	At_gene	STANDARD	27.374	na	na	1	0	0
M24	oprF_syringae_gene	STANDARD	21.789	na	na	1	0	0
N1	At_gene	STANDARD	31.534	na	na	1	0	0
N2	At_gene	STANDARD	27.717	na	na	1	0	0
N3	At_gene	STANDARD	26.673	na	na	1	0	0
N4	At_gene	STANDARD	25.658	na	na	1	0	0
N5	At_gene	STANDARD	24.198	na	na	1	0	0
N6	At_gene	STANDARD	32.173	na	na	1	0	0
N7	At_gene	NTC	Undetermined	na	na	1	0	0
N23	oprF_syringae_gene	NTC	Undetermined	na	na	1	0	0
N24	oprF_syringae_gene	STANDARD	25.364	na	na	1	0	0
O1	At_gene	STANDARD	35.286	na	na	1	0	0
O2	At_gene	STANDARD	31.882	na	na	1	0	0
O3	At_gene	STANDARD	33.121	na	na	1	0	0
O4	At_gene	STANDARD	30.578	na	na	1	0	0
O5	At_gene	STANDARD	30.476	na	na	1	0	0
O6	At_gene	STANDARD	36.721	na	na	1	0	0
O7	At_gene	NTC	Undetermined	na	na	1	0	0
O23	oprF_syringae_gene	NTC	Undetermined	na	na	1	0	0
O24	oprF_syringae_gene	STANDARD	29.045	na	na	1	0	0
P1	At_gene	STANDARD	Undetermined	na	na	1	0	0
P2	At_gene	STANDARD	38.62	na	na	1	0	0
P3	At_gene	STANDARD	38.382	na	na	1	0	0
P4	At_gene	STANDARD	34.289	na	na	1	0	0
P5	At_gene	STANDARD	33.786	na	na	1	0	0
P6	At_gene	STANDARD	Undetermined	na	na	1	0	0
P7	At_gene	NTC	Undetermined	na	na	1	0	0
P23	oprF_syringae_gene	NTC	Undetermined	na	na	1	0	0
P24	oprF_syringae_gene	STANDARD	32.699	na	na	1	0	0
