key	A07889	A10853	A1448A	A26002	A41a	A9	Alf3	B301DR	B48	BRIP34876	CC1458	CC1513	CC1630	CC440	CC94	CFBP1657	CFBP3846	DC3000	DSM50255	ES4326	HRIW7872	ICMP16944	ICMP18417	ICMP2814	ICMP2855	ICMP4116	ICMP4303	ICMP4917	ICMP5027	ICMP8960	ISPaVe013	NCPPB2598	NP29	P21	P89	PA459	PP1
CC1458	0.862647	0.9500190000000001	0.8917839999999999	0.9463360000000001	0.981742	0.870027	0.982403	0.950526	0.95029	0.984333	1.0	0.857614	0.870486	0.982527	0.949578	0.869752	0.8689319999999999	0.8697280000000001	0.983993	0.861417	0.949896	0.8926649999999999	0.869485	0.870165	0.8836879999999999	0.870568	0.869408	0.982053	0.8914279999999999	0.858148	0.9628570000000001	0.8688809999999999	0.9506669999999999	0.98276	0.947277	0.8704160000000001	0.9803879999999999
CC1513	0.862076	0.858699	0.8562649999999999	0.8584510000000001	0.857706	0.866366	0.858236	0.858203	0.857923	0.856816	0.8566320000000001	1.0	0.865643	0.857443	0.8582519999999999	0.8665470000000001	0.865553	0.8685590000000001	0.857389	0.863698	0.8581759999999999	0.8586199999999999	0.8674890000000001	0.865707	0.8543970000000001	0.868937	0.8672669999999999	0.858512	0.8580450000000001	0.9895619999999999	0.859324	0.864096	0.8578100000000001	0.857198	0.856859	0.8664419999999999	0.858456
CC1630	0.876619	0.8704999999999999	0.875788	0.8698990000000001	0.871741	0.989516	0.869178	0.8705970000000001	0.870903	0.870835	0.8693559999999999	0.866027	1.0	0.872006	0.871265	0.988427	0.9837229999999999	0.986869	0.869057	0.872954	0.871571	0.8763169999999999	0.960476	0.988379	0.868489	0.987958	0.987803	0.8686159999999999	0.875656	0.865193	0.8737739999999999	0.954032	0.871823	0.8711279999999999	0.8700969999999999	0.95332	0.8692570000000001
CC440	0.862255	0.950231	0.892356	0.945783	0.980741	0.8700100000000001	0.984771	0.950737	0.9502280000000001	0.981932	0.9821139999999999	0.8588819999999999	0.8722329999999999	1.0	0.948953	0.8705240000000001	0.869456	0.869085	0.981383	0.861883	0.950373	0.8931640000000001	0.8696980000000001	0.86993	0.88374	0.8708069999999999	0.870008	0.982326	0.892607	0.858696	0.963432	0.868772	0.950407	0.98505	0.947316	0.869595	0.979965
CC94	0.863375	0.98453	0.8930089999999999	0.944332	0.9503900000000001	0.8716809999999999	0.9507819999999999	0.986948	0.9863970000000001	0.9501959999999999	0.9505450000000001	0.859228	0.871688	0.9506180000000001	1.0	0.8712820000000001	0.8707309999999999	0.870756	0.949631	0.862045	0.986306	0.8935179999999999	0.869367	0.872241	0.8856440000000001	0.8716729999999999	0.870994	0.949581	0.892942	0.858043	0.951403	0.8707940000000001	0.9882080000000001	0.950078	0.94391	0.8711289999999999	0.9512130000000001
CFBP1657	0.877247	0.8706529999999999	0.875945	0.8694299999999999	0.870074	0.988628	0.869649	0.869912	0.869959	0.870174	0.869219	0.866335	0.987523	0.870874	0.870873	1.0	0.984012	0.989422	0.869148	0.874333	0.870082	0.87652	0.960353	0.988426	0.867629	0.986977	0.988462	0.869765	0.875715	0.866711	0.871002	0.9529420000000001	0.870689	0.869563	0.868754	0.953059	0.870276
CFBP3846	0.876546	0.869872	0.8765130000000001	0.868728	0.869516	0.9844339999999999	0.869406	0.8701690000000001	0.8707290000000001	0.868758	0.8694710000000001	0.865553	0.982273	0.8692230000000001	0.8696680000000001	0.983268	1.0	0.983398	0.869288	0.874781	0.8705729999999999	0.877281	0.9575530000000001	0.983305	0.867954	0.982772	0.983586	0.868863	0.8768309999999999	0.8677769999999999	0.871421	0.952089	0.870602	0.8704989999999999	0.8686	0.9517950000000001	0.8708880000000001
DC3000	0.876997	0.869914	0.8757250000000001	0.869225	0.869407	0.9874620000000001	0.868878	0.870541	0.870916	0.8689060000000001	0.868933	0.8679250000000001	0.985684	0.869911	0.8693810000000001	0.9886790000000001	0.98206	1.0	0.868868	0.877037	0.870792	0.876564	0.959103	0.986785	0.867696	0.985984	0.986266	0.868024	0.878147	0.8693089999999999	0.871658	0.952013	0.871186	0.870107	0.868817	0.952876	0.870224
DSM50255	0.8622960000000001	0.950146	0.891968	0.946599	0.981135	0.870391	0.981969	0.9495319999999999	0.949476	0.987312	0.983983	0.8577030000000001	0.869742	0.982449	0.950058	0.8704559999999999	0.8700920000000001	0.8699379999999999	1.0	0.861083	0.950087	0.8935890000000001	0.870079	0.8709659999999999	0.883965	0.8714419999999999	0.869989	0.9812649999999999	0.8923789999999999	0.8578990000000001	0.9626319999999999	0.868964	0.949919	0.982331	0.945642	0.869457	0.979469
ES4326	0.9515309999999999	0.861772	0.861783	0.861308	0.8619129999999999	0.8742369999999999	0.860917	0.863229	0.863868	0.861505	0.860594	0.8634520000000001	0.8725830000000001	0.861847	0.861625	0.874477	0.873494	0.8768309999999999	0.860205	1.0	0.864028	0.861006	0.8739480000000001	0.872996	0.8556100000000001	0.877795	0.8735269999999999	0.860801	0.861693	0.863438	0.862595	0.874208	0.863282	0.862135	0.8623609999999999	0.874757	0.8654689999999999
HRIW7872	0.8630800000000001	0.985048	0.8927280000000001	0.943137	0.9504349999999999	0.872166	0.950182	0.9872369999999999	0.999889	0.949159	0.949572	0.8582120000000001	0.8718640000000001	0.95038	0.985136	0.8708079999999999	0.8704139999999999	0.8711190000000001	0.9489310000000001	0.8630939999999999	1.0	0.893548	0.8712059999999999	0.870787	0.8861620000000001	0.870724	0.8715	0.94963	0.893404	0.858899	0.95182	0.8699250000000001	0.9868770000000001	0.949684	0.943746	0.871026	0.9505830000000001
ICMP16944	0.86185	0.89455	0.976779	0.9004770000000001	0.8930020000000001	0.8765529999999999	0.894118	0.894448	0.893874	0.893775	0.8920910000000001	0.8589100000000001	0.8766660000000001	0.893644	0.894677	0.876597	0.877431	0.8767489999999999	0.8931	0.8610209999999999	0.894019	1.0	0.877829	0.877299	0.895411	0.877025	0.876728	0.8933580000000001	0.976455	0.8586820000000001	0.894559	0.877128	0.894474	0.8925879999999999	0.898823	0.8791930000000001	0.893892
ICMP18417	0.8764660000000001	0.870036	0.876917	0.86957	0.869162	0.961395	0.8686010000000001	0.8700060000000001	0.8699819999999999	0.869062	0.86807	0.8670990000000001	0.960423	0.869093	0.869418	0.9611839999999999	0.959012	0.960158	0.868353	0.8746269999999999	0.8698940000000001	0.878371	1.0	0.959997	0.868862	0.961364	0.9606990000000001	0.868461	0.87669	0.866554	0.871419	0.96571	0.870449	0.8686409999999999	0.868927	0.965909	0.869416
ICMP2814	0.877359	0.8705710000000001	0.8764350000000001	0.870266	0.8701349999999999	0.989463	0.868948	0.871875	0.870829	0.868622	0.869201	0.864611	0.988116	0.8694280000000001	0.8706879999999999	0.9880450000000001	0.983613	0.987051	0.868558	0.8740009999999999	0.8717870000000001	0.877076	0.960365	1.0	0.86855	0.988153	0.99056	0.86893	0.8767780000000001	0.866279	0.871404	0.953841	0.870552	0.8698309999999999	0.8703780000000001	0.954389	0.869835
ICMP2855	0.8554160000000001	0.886492	0.893466	0.8850589999999999	0.884324	0.867336	0.883448	0.8862059999999999	0.8856090000000001	0.883671	0.882856	0.8534919999999999	0.8674550000000001	0.883514	0.8843949999999999	0.867167	0.866861	0.8671880000000001	0.883776	0.855597	0.8855710000000001	0.895029	0.868472	0.8675839999999999	1.0	0.868249	0.86774	0.8845740000000001	0.894323	0.854506	0.885987	0.868028	0.886487	0.883268	0.8848609999999999	0.8688400000000001	0.8826949999999999
ICMP4116	0.8771939999999999	0.8717870000000001	0.87651	0.870552	0.870033	0.989336	0.8700749999999999	0.872247	0.871629	0.869602	0.869109	0.869286	0.9875149999999999	0.870664	0.871465	0.9869979999999999	0.9830920000000001	0.985917	0.869503	0.877405	0.871743	0.87712	0.959646	0.9886969999999999	0.869128	1.0	0.988558	0.869885	0.878943	0.871463	0.8726309999999999	0.95341	0.872293	0.869782	0.869881	0.95407	0.871035
ICMP4303	0.877235	0.870319	0.8762340000000001	0.8695099999999999	0.870149	0.988792	0.868844	0.871114	0.869796	0.868768	0.869604	0.86601	0.987393	0.8695860000000001	0.870347	0.9881350000000001	0.984588	0.987671	0.868468	0.873732	0.870892	0.8765930000000001	0.960086	0.990752	0.8677849999999999	0.988981	1.0	0.8697069999999999	0.875788	0.866014	0.871694	0.953792	0.8710070000000001	0.869191	0.870031	0.953903	0.869748
ICMP4917	0.8613240000000001	0.9503119999999999	0.891948	0.945647	0.981699	0.8704540000000001	0.982277	0.950491	0.950295	0.9808209999999999	0.9815940000000001	0.858091	0.869242	0.982616	0.9491670000000001	0.8696299999999999	0.8695140000000001	0.868795	0.9802540000000001	0.860318	0.9505119999999999	0.8924639999999999	0.869534	0.869954	0.883969	0.8701690000000001	0.870377	1.0	0.892002	0.8579340000000001	0.9635750000000001	0.86875	0.950493	0.981721	0.946921	0.870231	0.980699
ICMP5027	0.863824	0.8936329999999999	0.99103	0.8989010000000001	0.892282	0.8778489999999999	0.892787	0.8928090000000001	0.893391	0.892389	0.892555	0.85907	0.8778189999999999	0.892372	0.892472	0.876854	0.8772490000000001	0.879041	0.891949	0.862126	0.8938349999999999	0.977829	0.8778159999999999	0.8785970000000001	0.89426	0.879042	0.8767130000000001	0.893026	1.0	0.860564	0.8936660000000001	0.8790600000000001	0.894311	0.892484	0.897659	0.878381	0.8930929999999999
ICMP8960	0.861928	0.858617	0.858369	0.8586790000000001	0.858744	0.867553	0.858638	0.859136	0.85772	0.8573869999999999	0.857067	0.98976	0.8665080000000001	0.858672	0.8578319999999999	0.866738	0.8678919999999999	0.8699129999999999	0.857275	0.865809	0.857521	0.8587130000000001	0.867009	0.867576	0.85545	0.872817	0.867593	0.857591	0.860591	1.0	0.8595149999999999	0.8649429999999999	0.857917	0.859539	0.858062	0.867102	0.859093
ISPaVe013	0.8625849999999999	0.951417	0.893848	0.949888	0.963955	0.8712099999999999	0.9632269999999999	0.9519299999999999	0.9515640000000001	0.963979	0.96217	0.8588840000000001	0.874205	0.96395	0.9511620000000001	0.871535	0.871292	0.8719979999999999	0.961855	0.862408	0.951746	0.894623	0.8710080000000001	0.87141	0.885261	0.8718680000000001	0.871456	0.963272	0.892868	0.8588979999999999	0.9999979999999999	0.868507	0.952376	0.962812	0.9499930000000001	0.870733	0.962996
NCPPB2598	0.8735250000000001	0.870487	0.8773409999999999	0.868635	0.869445	0.954852	0.868237	0.870579	0.870275	0.8683280000000001	0.868706	0.864782	0.9539409999999999	0.8688769999999999	0.871001	0.9548350000000001	0.9532970000000001	0.953125	0.868566	0.873034	0.8706229999999999	0.877329	0.9661379999999999	0.9535680000000001	0.868619	0.9544370000000001	0.953822	0.868331	0.8782519999999999	0.865553	0.8691989999999999	1.0	0.869877	0.868828	0.8689520000000001	0.9870350000000001	0.86953
NP29	0.863314	0.98446	0.892593	0.9438200000000001	0.949619	0.8722329999999999	0.9503919999999999	0.986811	0.986332	0.949361	0.9500320000000001	0.858357	0.871449	0.9505870000000001	0.987171	0.871461	0.870736	0.8715080000000001	0.948755	0.8632500000000001	0.9863540000000001	0.894562	0.870722	0.871682	0.88665	0.8717929999999999	0.871465	0.949903	0.893307	0.8585689999999999	0.952598	0.870823	1.0	0.949491	0.9429420000000001	0.871997	0.9507819999999999
P21	0.862513	0.9491759999999999	0.891574	0.945477	0.980758	0.86989	0.9845950000000001	0.949695	0.948883	0.981701	0.981694	0.857182	0.87076	0.9851420000000001	0.9491769999999999	0.86924	0.870127	0.870125	0.98116	0.861267	0.949667	0.892478	0.870116	0.8710439999999999	0.883787	0.870579	0.868613	0.98113	0.8922920000000001	0.8574639999999999	0.9631419999999999	0.869294	0.949646	1.0	0.946465	0.869292	0.9780629999999999
P89	0.861928	0.942513	0.8980020000000001	0.988418	0.9475180000000001	0.8699760000000001	0.947581	0.943827	0.9426720000000001	0.946755	0.947016	0.85753	0.8699840000000001	0.9473189999999999	0.942813	0.8694710000000001	0.868152	0.869281	0.945528	0.862448	0.943756	0.898458	0.869328	0.869528	0.884829	0.86985	0.869649	0.946756	0.898297	0.8578230000000001	0.950067	0.86856	0.943641	0.94703	1.0	0.87074	0.945701
PA459	0.876237	0.870754	0.878227	0.8698739999999999	0.872073	0.954662	0.869106	0.8716389999999999	0.87023	0.869767	0.8697880000000001	0.864612	0.9531959999999999	0.87071	0.8710800000000001	0.953479	0.9521609999999999	0.953056	0.869654	0.873796	0.871236	0.878467	0.96646	0.953801	0.869298	0.952775	0.953593	0.869949	0.877403	0.866328	0.871392	0.986826	0.8715120000000001	0.870192	0.871104	0.999999	0.8702939999999999
PP1	0.862957	0.9500230000000001	0.8925029999999999	0.946679	0.9783	0.8709640000000001	0.97968	0.951657	0.950005	0.978512	0.979738	0.858422	0.8705320000000001	0.979493	0.949399	0.8705670000000001	0.870724	0.870197	0.978619	0.863475	0.950381	0.8941070000000001	0.8700289999999999	0.8711230000000001	0.883917	0.871721	0.87086	0.980137	0.893141	0.8589230000000001	0.9636109999999999	0.8695959999999999	0.951101	0.97753	0.9459730000000001	0.87047	1.0
