well	target	task	ct	cv	pv	time	plate	ran
G15	oprF_syringae_gene	UNKNOWN	27.903	GOLDEN	B7	120	2	51
G16	oprF_syringae_gene	UNKNOWN	23.146	GOLDEN	A14	120	2	52
G17	oprF_syringae_gene	UNKNOWN	31.159	RADISH	A9	72	2	53
G18	oprF_syringae_gene	UNKNOWN	30.178	AFRICAN	A9	72	2	54
G19	oprF_syringae_gene	UNKNOWN	27.843	BRANDY	A9	72	2	55
G20	oprF_syringae_gene	UNKNOWN	26.19	GOLDEN	A9	120	2	56
G21	oprF_syringae_gene	UNKNOWN	26.29	DERBY	B7	72	2	57
G22	oprF_syringae_gene	UNKNOWN	24.698	RRS10	B7	120	2	58
G23	oprF_syringae_gene	UNKNOWN	24.466	RRS10	NP	72	2	59
G24	oprF_syringae_gene	UNKNOWN	30.472	BRANDY	DC	24	2	60
H1	At_gene	UNKNOWN	27.825	RRS10	MOCK	120	2	49
H2	At_gene	UNKNOWN	21.666	RADISH	DC	72	2	50
H3	At_gene	UNKNOWN	33.105	GOLDEN	B7	120	2	51
H4	At_gene	UNKNOWN	29.054	GOLDEN	A14	120	2	52
H5	At_gene	UNKNOWN	29.625	RADISH	A9	72	2	53
H6	At_gene	UNKNOWN	26.44	AFRICAN	A9	72	2	54
H7	At_gene	UNKNOWN	20.722	BRANDY	A9	72	2	55
H8	At_gene	UNKNOWN	28.583	GOLDEN	A9	120	2	56
H9	At_gene	UNKNOWN	25.251	DERBY	B7	72	2	57
H10	At_gene	UNKNOWN	26.542	RRS10	B7	120	2	58
H11	At_gene	UNKNOWN	26.987	RRS10	NP	72	2	59
H12	At_gene	UNKNOWN	24.88	BRANDY	DC	24	2	60
H13	oprF_syringae_gene	UNKNOWN	29.469	na	na	1	0	0
H14	oprF_syringae_gene	UNKNOWN	25.052	na	na	1	0	0
H15	oprF_syringae_gene	UNKNOWN	25.671	na	na	1	0	0
H16	oprF_syringae_gene	UNKNOWN	26.209	na	na	1	0	0
H17	oprF_syringae_gene	UNKNOWN	26.627	na	na	1	0	0
H18	oprF_syringae_gene	UNKNOWN	25.596	na	na	1	0	0
H19	oprF_syringae_gene	UNKNOWN	24.738	na	na	1	0	0
H20	oprF_syringae_gene	UNKNOWN	26.879	na	na	1	0	0
H21	oprF_syringae_gene	UNKNOWN	26.492	na	na	1	0	0
H22	oprF_syringae_gene	UNKNOWN	28.823	na	na	1	0	0
H23	oprF_syringae_gene	UNKNOWN	24.366	na	na	1	0	0
H24	oprF_syringae_gene	UNKNOWN	25.5	na	na	1	0	0
K1	At_gene	STANDARD	Undetermined	na	na	1	0	0
K2	At_gene	STANDARD	Undetermined	na	na	1	0	0
K3	At_gene	STANDARD	Undetermined	na	na	1	0	0
K4	At_gene	STANDARD	Undetermined	na	na	1	0	0
K5	At_gene	STANDARD	Undetermined	na	na	1	0	0
K6	At_gene	STANDARD	Undetermined	na	na	1	0	0
K8	At_gene	STANDARD	Undetermined	na	na	1	0	0
K9	At_gene	STANDARD	Undetermined	na	na	1	0	0
K10	At_gene	STANDARD	Undetermined	na	na	1	0	0
K11	At_gene	STANDARD	Undetermined	na	na	1	0	0
K12	At_gene	STANDARD	35.963	na	na	1	0	0
K13	At_gene	STANDARD	Undetermined	na	na	1	0	0
K24	oprF_syringae_gene	STANDARD	15.838	na	na	1	0	0
L1	At_gene	STANDARD	Undetermined	na	na	1	0	0
L2	At_gene	STANDARD	Undetermined	na	na	1	0	0
L3	At_gene	STANDARD	Undetermined	na	na	1	0	0
L4	At_gene	STANDARD	Undetermined	na	na	1	0	0
L5	At_gene	STANDARD	Undetermined	na	na	1	0	0
L6	At_gene	STANDARD	Undetermined	na	na	1	0	0
L8	At_gene	STANDARD	Undetermined	na	na	1	0	0
L9	At_gene	STANDARD	Undetermined	na	na	1	0	0
L10	At_gene	STANDARD	32.694	na	na	1	0	0
L11	At_gene	STANDARD	38.339	na	na	1	0	0
L12	At_gene	STANDARD	33.15	na	na	1	0	0
L13	At_gene	STANDARD	Undetermined	na	na	1	0	0
L24	oprF_syringae_gene	STANDARD	19.243	na	na	1	0	0
M1	At_gene	STANDARD	Undetermined	na	na	1	0	0
M2	At_gene	STANDARD	Undetermined	na	na	1	0	0
M3	At_gene	STANDARD	Undetermined	na	na	1	0	0
M4	At_gene	STANDARD	Undetermined	na	na	1	0	0
M5	At_gene	STANDARD	Undetermined	na	na	1	0	0
M6	At_gene	STANDARD	Undetermined	na	na	1	0	0
M8	At_gene	STANDARD	Undetermined	na	na	1	0	0
M9	At_gene	STANDARD	Undetermined	na	na	1	0	0
M10	At_gene	STANDARD	34.898	na	na	1	0	0
M11	At_gene	STANDARD	Undetermined	na	na	1	0	0
M12	At_gene	STANDARD	39.387	na	na	1	0	0
M13	At_gene	STANDARD	Undetermined	na	na	1	0	0
M24	oprF_syringae_gene	STANDARD	22.697	na	na	1	0	0
N1	At_gene	STANDARD	Undetermined	na	na	1	0	0
N2	At_gene	STANDARD	Undetermined	na	na	1	0	0
N3	At_gene	STANDARD	Undetermined	na	na	1	0	0
N4	At_gene	STANDARD	Undetermined	na	na	1	0	0
N5	At_gene	STANDARD	Undetermined	na	na	1	0	0
N6	At_gene	STANDARD	Undetermined	na	na	1	0	0
N8	At_gene	STANDARD	Undetermined	na	na	1	0	0
N9	At_gene	STANDARD	Undetermined	na	na	1	0	0
N10	At_gene	STANDARD	38.123	na	na	1	0	0
N11	At_gene	STANDARD	Undetermined	na	na	1	0	0
N12	At_gene	STANDARD	Undetermined	na	na	1	0	0
N13	At_gene	STANDARD	Undetermined	na	na	1	0	0
N14	At_gene	NTC	Undetermined	na	na	1	0	0
N23	oprF_syringae_gene	NTC	Undetermined	na	na	1	0	0
N24	oprF_syringae_gene	STANDARD	26.303	na	na	1	0	0
O1	At_gene	STANDARD	Undetermined	na	na	1	0	0
O2	At_gene	STANDARD	Undetermined	na	na	1	0	0
O3	At_gene	STANDARD	Undetermined	na	na	1	0	0
O4	At_gene	STANDARD	Undetermined	na	na	1	0	0
O5	At_gene	STANDARD	Undetermined	na	na	1	0	0
O6	At_gene	STANDARD	Undetermined	na	na	1	0	0
O8	At_gene	STANDARD	Undetermined	na	na	1	0	0
O9	At_gene	STANDARD	Undetermined	na	na	1	0	0
O10	At_gene	STANDARD	Undetermined	na	na	1	0	0
O11	At_gene	STANDARD	Undetermined	na	na	1	0	0
O12	At_gene	STANDARD	Undetermined	na	na	1	0	0
O13	At_gene	STANDARD	Undetermined	na	na	1	0	0
O14	At_gene	NTC	Undetermined	na	na	1	0	0
O23	oprF_syringae_gene	NTC	Undetermined	na	na	1	0	0
O24	oprF_syringae_gene	STANDARD	29.803	na	na	1	0	0
P1	At_gene	STANDARD	Undetermined	na	na	1	0	0
P2	At_gene	STANDARD	Undetermined	na	na	1	0	0
P3	At_gene	STANDARD	Undetermined	na	na	1	0	0
P4	At_gene	STANDARD	Undetermined	na	na	1	0	0
P5	At_gene	STANDARD	Undetermined	na	na	1	0	0
P6	At_gene	STANDARD	Undetermined	na	na	1	0	0
P14	At_gene	NTC	Undetermined	na	na	1	0	0
P23	oprF_syringae_gene	NTC	Undetermined	na	na	1	0	0
P24	oprF_syringae_gene	STANDARD	33.604	na	na	1	0	0
