well	target	task	ct	cv	pv	time	plate	ran
L23	oprF_syringae_gene	STANDARD	17.61	A9	na	1	0	0
M1	At_gene	STANDARD	23.12	na	na	1	0	0
M2	At_gene	STANDARD	19.27	na	na	1	0	0
M3	At_gene	STANDARD	17	na	na	1	0	0
M4	At_gene	STANDARD	17.24	na	na	1	0	0
M5	At_gene	STANDARD	15.88	na	na	1	0	0
M6	At_gene	STANDARD	21.18	na	na	1	0	0
M24	oprF_syringae_gene	STANDARD	19.82	A9	na	1	0	0
N1	At_gene	STANDARD	25.35	na	na	1	0	0
N2	At_gene	STANDARD	21.68	na	na	1	0	0
N3	At_gene	STANDARD	19.7	na	na	1	0	0
N4	At_gene	STANDARD	19.86	na	na	1	0	0
N5	At_gene	STANDARD	18.23	na	na	1	0	0
N6	At_gene	STANDARD	23.44	na	na	1	0	0
N23	oprF_syringae_gene	STANDARD	22.3	A9	na	1	0	0
O1	At_gene	STANDARD	28.85	na	na	1	0	0
O2	At_gene	STANDARD	24.56	na	na	1	0	0
O3	At_gene	STANDARD	22.85	na	na	1	0	0
O4	At_gene	STANDARD	22.93	na	na	1	0	0
O5	At_gene	STANDARD	21.52	na	na	1	0	0
O6	At_gene	STANDARD	26.79	na	na	1	0	0
O23	oprF_syringae_gene	STANDARD	24.8	A9	na	1	0	0
P1	At_gene	STANDARD	31.99	na	na	1	0	0
P2	At_gene	STANDARD	27.6	na	na	1	0	0
P3	At_gene	STANDARD	26.04	na	na	1	0	0
P4	At_gene	STANDARD	26.14	na	na	1	0	0
P5	At_gene	STANDARD	23.98	na	na	1	0	0
P6	At_gene	STANDARD	29.25	na	na	1	0	0
P23	oprF_syringae_gene	STANDARD	27.1	A9	na	1	0	0
P24	oprF_syringae_gene	STANDARD	28.09	A9	na	1	0	0
